epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
31,0.47784000635147095,0.0010000000474974513,2.023681879043579,0.6220901608467102,1.4659149646759033
32,0.4903810918331146,0.0010000000474974513,1.9599555730819702,0.5869241952896118,1.60690438747406
33,0.5017654895782471,0.0010000000474974513,1.9334285259246826,0.6111936569213867,1.4817930459976196
34,0.5102885961532593,0.0010000000474974513,1.8748949766159058,0.6562654972076416,1.3478649854660034
35,0.5193595290184021,0.0010000000474974513,1.8432999849319458,0.5869241952896118,1.6127738952636719
36,0.5227687954902649,0.0010000000474974513,1.8297791481018066,0.6671619415283203,1.3037936687469482
37,0.5294654965400696,0.0010000000474974513,1.8037407398223877,0.6716195940971375,1.286750316619873
38,0.5376841425895691,0.0010000000474974513,1.7589865922927856,0.6631996035575867,1.2716424465179443
39,0.5472421646118164,0.0010000000474974513,1.7265210151672363,0.6631996035575867,1.3053354024887085
40,0.5490076541900635,0.0010000000474974513,1.7105276584625244,0.6324913501739502,1.4195621013641357
41,0.554973840713501,0.0010000000474974513,1.6753184795379639,0.6731054782867432,1.2519125938415527
42,0.5582004189491272,0.0010000000474974513,1.648706316947937,0.7023279070854187,1.1657354831695557
43,0.566358208656311,0.0010000000474974513,1.6321921348571777,0.7023279070854187,1.1747747659683228
44,0.5739681124687195,0.0010000000474974513,1.6052734851837158,0.6825160980224609,1.2382171154022217
45,0.5746986269950867,0.0010000000474974513,1.594743013381958,0.7062902450561523,1.1565163135528564
46,0.5851089954376221,0.0010000000474974513,1.5596204996109009,0.6651808023452759,1.288224458694458
47,0.5856568813323975,0.0010000000474974513,1.5434752702713013,0.7013372778892517,1.11905038356781
48,0.5888834595680237,0.0010000000474974513,1.5278784036636353,0.7048043608665466,1.108044147491455
49,0.6027030348777771,0.0010000000474974513,1.4907656908035278,0.7290738224983215,1.03648042678833
50,0.6001461148262024,0.0010000000474974513,1.4785387516021729,0.7325408458709717,1.0127180814743042
51,0.6190186142921448,0.0010000000474974513,1.4392634630203247,0.7464091181755066,0.9999301433563232
52,0.6138439178466797,0.0010000000474974513,1.432596206665039,0.7434373497962952,0.9971556067466736
53,0.6200535893440247,0.0010000000474974513,1.4022685289382935,0.7394750118255615,0.9737753868103027
54,0.6157311797142029,0.0010000000474974513,1.420440673828125,0.7469044327735901,0.9914535284042358
55,0.6258979439735413,0.0010000000474974513,1.3780484199523926,0.7637444138526917,0.9104375839233398
56,0.6249848008155823,0.0010000000474974513,1.3825273513793945,0.7667161822319031,0.8686181902885437
57,0.6281505227088928,0.0010000000474974513,1.363037347793579,0.7434373497962952,0.9899381399154663
58,0.6338122487068176,0.0010000000474974513,1.3443572521209717,0.7538385391235352,0.9313291907310486
59,0.6300377249717712,0.0010000000474974513,1.3287341594696045,0.7543338537216187,0.9670657515525818
60,0.6442225575447083,0.0010000000474974513,1.311333179473877,0.7444279193878174,0.9616602063179016
61,0.6441617012023926,0.0010000000474974513,1.2956470251083374,0.7251114249229431,1.0773552656173706
62,0.6473274230957031,0.0010000000474974513,1.286502718925476,0.718177318572998,1.0908554792404175
63,0.650006115436554,0.0010000000474974513,1.2718605995178223,0.7464091181755066,0.9536780714988708
64,0.6590161919593811,0.0010000000474974513,1.250900387763977,0.7632491588592529,0.9091666340827942
65,0.6775234341621399,0.0005000000237487257,1.153576374053955,0.8068350553512573,0.7336128950119019
66,0.6938390135765076,0.0005000000237487257,1.112313151359558,0.8028727173805237,0.757690966129303
67,0.6971265077590942,0.0005000000237487257,1.0932530164718628,0.7944527268409729,0.789095401763916
68,0.6960306763648987,0.0005000000237487257,1.088426113128662,0.8127785921096802,0.726904034614563
69,0.7057104706764221,0.0005000000237487257,1.055323839187622,0.80931156873703,0.7426744699478149
70,0.7040058374404907,0.0005000000237487257,1.0633955001831055,0.818722128868103,0.6993736624717712
71,0.7067453861236572,0.0005000000237487257,1.0324808359146118,0.8107974529266357,0.6987738609313965
72,0.7044928669929504,0.0005000000237487257,1.040418028831482,0.8261515498161316,0.6708779335021973
73,0.7107025384902954,0.0005000000237487257,1.0359691381454468,0.8271421790122986,0.6883872151374817
74,0.7156946063041687,0.0005000000237487257,1.011146903038025,0.7999009490013123,0.7485060691833496
75,0.7187385559082031,0.0005000000237487257,1.0079915523529053,0.8132739067077637,0.7345141768455505
76,0.7183124423027039,0.0005000000237487257,0.9938329458236694,0.8211986422538757,0.6957488059997559
77,0.7236089110374451,0.0005000000237487257,0.9922631978988647,0.8216938972473145,0.6835582852363586
78,0.7164860367774963,0.0005000000237487257,1.0013439655303955,0.8236750960350037,0.6829667091369629
79,0.7254352569580078,0.0005000000237487257,0.9616838693618774,0.8211986422538757,0.6911673545837402
